"annotation_id","annotator","created_at","id","image","lead_time","text","transcription","updated_at"
456,"1","2026-03-24T15:49:17.356400Z",456,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg18.jpg",1.723,"54060","54060","2026-03-24T15:49:17.356415Z"
457,"1","2026-03-24T15:49:18.921434Z",457,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg19.jpg",1.394,"54074","54074","2026-03-24T15:49:18.921448Z"
458,"1","2026-03-24T15:49:20.414350Z",458,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg20.jpg",1.32,"54078","54078","2026-03-24T15:49:20.414364Z"
459,"1","2026-03-24T15:49:21.954706Z",459,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg21.jpg",1.37,"54060","54060","2026-03-24T15:49:21.954719Z"
460,"1","2026-03-24T15:49:23.164189Z",460,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg22.jpg",1.026,"53041","53041","2026-03-24T15:49:23.164204Z"
461,"1","2026-03-24T15:49:24.260227Z",461,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg23.jpg",0.921,"54073","54073","2026-03-24T15:49:24.260240Z"
462,"1","2026-03-24T15:49:26.368757Z",462,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg24.jpg",1.93,"54060","54060","2026-03-24T15:49:26.368770Z"
463,"1","2026-03-24T15:49:28.027719Z",463,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg25.jpg",1.489,"54063","54063","2026-03-24T15:49:28.027735Z"
464,"1","2026-03-24T15:49:29.440932Z",464,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg26.jpg",1.244,"54047","54047","2026-03-24T15:49:29.440952Z"
465,"1","2026-03-24T15:49:32.208032Z",465,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg27.jpg",2.593,"53040","53040","2026-03-24T15:49:32.208045Z"
466,"1","2026-03-24T15:49:33.950564Z",466,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg28.jpg",1.569,"54060","54060","2026-03-24T15:49:33.950579Z"
467,"1","2026-03-24T15:49:38.513751Z",467,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg29.jpg",4.389,"54090DL","54090DL","2026-03-24T15:49:38.513773Z"
468,"1","2026-03-24T15:49:40.790898Z",468,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg30.jpg",2.072,"54090DL","54090DL","2026-03-24T15:49:40.790914Z"
469,"1","2026-03-24T15:49:43.013950Z",469,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg31.jpg",2.033,"54109","54109","2026-03-24T15:49:43.013965Z"
470,"1","2026-03-24T15:49:44.605564Z",470,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg32.jpg",1.405,"54047","54047","2026-03-24T15:49:44.605577Z"
471,"1","2026-03-24T15:49:46.735260Z",471,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg33.jpg",1.962,"54109","54109","2026-03-24T15:49:46.735272Z"
472,"1","2026-03-24T15:49:56.858197Z",472,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg34.jpg",9.92,"54053","54063","2026-03-24T15:49:56.858213Z"
473,"1","2026-03-24T15:49:59.481679Z",473,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg35.jpg",2.437,"54098DL","54098DL","2026-03-24T15:49:59.481695Z"
474,"1","2026-03-24T15:50:01.277220Z",474,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg36.jpg",1.617,"54027","54027","2026-03-24T15:50:01.277234Z"
475,"1","2026-03-24T15:50:03.048020Z",475,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg37.jpg",1.598,"54017","54017","2026-03-24T15:50:03.048033Z"
476,"1","2026-03-24T15:50:04.717064Z",476,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg38.jpg",1.502,"53025","53025","2026-03-24T15:50:04.717077Z"
477,"1","2026-03-24T15:50:06.375527Z",477,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg39.jpg",1.484,"53012","53012","2026-03-24T15:50:06.375542Z"
478,"1","2026-03-24T15:50:08.213306Z",478,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg40.jpg",1.653,"54011","54011","2026-03-24T15:50:08.213319Z"
479,"1","2026-03-24T15:50:09.961502Z",479,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg41.jpg",1.576,"54027","54027","2026-03-24T15:50:09.961518Z"
481,"1","2026-03-24T15:50:13.818017Z",481,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg43.jpg",1.658,"54011","54011","2026-03-24T15:50:13.818031Z"
482,"1","2026-03-24T15:50:15.118164Z",482,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg44.jpg",1.124,"54027","54027","2026-03-24T15:50:15.118179Z"
483,"1","2026-03-24T15:50:17.449063Z",483,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg45.jpg",2.136,"53012","53012","2026-03-24T15:50:17.449078Z"
484,"1","2026-03-24T15:50:19.009502Z",484,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg46.jpg",1.376,"54017","54017","2026-03-24T15:50:19.009515Z"
486,"1","2026-03-24T15:50:36.013306Z",486,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg48.jpg",2.949,"54105","54105","2026-03-24T15:50:36.013321Z"
487,"1","2026-03-24T15:50:38.297501Z",487,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg49.jpg",1.96,"54105","54105","2026-03-24T15:50:38.297517Z"
488,"1","2026-03-24T15:50:41.153053Z",488,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg50.jpg",2.677,"54105","54105","2026-03-24T15:50:41.153067Z"
489,"1","2026-03-24T15:50:44.200191Z",489,"/data/local-files/?d=train/rawCropTrain/IMG_0773_jpeg_jpeg51.jpg",2.882,"54029","54029","2026-03-24T15:50:44.200207Z"
490,"1","2026-03-24T15:50:45.722338Z",490,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg.jpg",1.348,"54029","54029","2026-03-24T15:50:45.722353Z"
491,"1","2026-03-24T15:50:48.050947Z",491,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg2.jpg",2.147,"54069","54069","2026-03-24T15:50:48.050960Z"
492,"1","2026-03-24T15:50:49.327387Z",492,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg3.jpg",1.105,"54069","54069","2026-03-24T15:50:49.327401Z"
493,"1","2026-03-24T15:50:51.297307Z",493,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg4.jpg",1.773,"54073","54073","2026-03-24T15:50:51.297320Z"
494,"1","2026-03-24T15:50:53.190468Z",494,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg5.jpg",1.709,"53041","53041","2026-03-24T15:50:53.190483Z"
495,"1","2026-03-24T15:50:54.680956Z",495,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg6.jpg",1.317,"54013","54013","2026-03-24T15:50:54.680972Z"
496,"1","2026-03-24T15:50:55.988071Z",496,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg7.jpg",1.134,"54013","54013","2026-03-24T15:50:55.988090Z"
497,"1","2026-03-24T15:50:57.199888Z",497,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg8.jpg",1.043,"54058","54058","2026-03-24T15:50:57.199903Z"
498,"1","2026-03-24T15:50:58.654876Z",498,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg9.jpg",1.283,"54073","54073","2026-03-24T15:50:58.654891Z"
499,"1","2026-03-24T15:50:59.915793Z",499,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg10.jpg",1.074,"54058","54058","2026-03-24T15:50:59.915810Z"
500,"1","2026-03-24T15:51:01.126931Z",500,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg11.jpg",1.032,"54074","54074","2026-03-24T15:51:01.126946Z"
501,"1","2026-03-24T15:51:02.399304Z",501,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg12.jpg",1.106,"53041","53041","2026-03-24T15:51:02.399317Z"
502,"1","2026-03-24T15:51:03.729153Z",502,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg13.jpg",1.15,"53025","53025","2026-03-24T15:51:03.729166Z"
503,"1","2026-03-24T15:51:05.857319Z",503,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg14.jpg",1.955,"54060","54060","2026-03-24T15:51:05.857333Z"
504,"1","2026-03-24T15:51:07.103715Z",504,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg15.jpg",1.066,"54027","54027","2026-03-24T15:51:07.103732Z"
505,"1","2026-03-24T15:51:08.679100Z",505,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg16.jpg",1.404,"53040","53040","2026-03-24T15:51:08.679113Z"
506,"1","2026-03-24T15:51:11.348213Z",506,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg17.jpg",2.496,"54074","54074","2026-03-24T15:51:11.348227Z"
508,"1","2026-03-24T15:51:16.097833Z",508,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg19.jpg",2.836,"53025","53025","2026-03-24T15:51:16.097846Z"
509,"1","2026-03-24T15:51:17.816441Z",509,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg20.jpg",1.548,"54060","54060","2026-03-24T15:51:17.816454Z"
510,"1","2026-03-24T15:51:20.400436Z",510,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg21.jpg",2.412,"53040","53040","2026-03-24T15:51:20.400449Z"
511,"1","2026-03-24T15:51:21.940400Z",511,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg22.jpg",1.372,"53040","53040","2026-03-24T15:51:21.940415Z"
512,"1","2026-03-24T15:51:23.665797Z",512,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg23.jpg",1.556,"54027","54027","2026-03-24T15:51:23.665810Z"
513,"1","2026-03-24T15:51:24.759088Z",513,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg24.jpg",0.914,"54011","54011","2026-03-24T15:51:24.759103Z"
514,"1","2026-03-24T15:51:26.277599Z",514,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg25.jpg",1.342,"53040","53040","2026-03-24T15:51:26.277612Z"
515,"1","2026-03-24T15:51:27.803608Z",515,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg26.jpg",1.354,"54060","54060","2026-03-24T15:51:27.803623Z"
516,"1","2026-03-24T15:51:29.309937Z",516,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg27.jpg",1.33,"54017","54017","2026-03-24T15:51:29.309954Z"
517,"1","2026-03-24T15:51:41.092709Z",517,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg28.jpg",11.581,"54047","54047","2026-03-24T15:51:41.092725Z"
518,"1","2026-03-24T15:51:43.592135Z",518,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg29.jpg",2.313,"54063","54063","2026-03-24T15:51:43.592149Z"
520,"1","2026-03-24T15:51:46.911813Z",520,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg31.jpg",1.693,"54047","54047","2026-03-24T15:51:46.911832Z"
521,"1","2026-03-24T15:51:48.410426Z",521,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg32.jpg",1.323,"54060","54060","2026-03-24T15:51:48.410445Z"
522,"1","2026-03-24T15:51:50.109528Z",522,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg33.jpg",1.519,"54063","54063","2026-03-24T15:51:50.109545Z"
523,"1","2026-03-24T15:51:51.370949Z",523,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg34.jpg",1.089,"54027","54027","2026-03-24T15:51:51.370964Z"
525,"1","2026-03-24T15:51:54.418912Z",525,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg36.jpg",1.63,"54017","54017","2026-03-24T15:51:54.418939Z"
526,"1","2026-03-24T15:51:55.920045Z",526,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg37.jpg",1.322,"54011","54011","2026-03-24T15:51:55.920063Z"
528,"1","2026-03-24T15:51:58.936806Z",528,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg39.jpg",1.504,"53012","53012","2026-03-24T15:51:58.936827Z"
531,"1","2026-03-24T15:52:22.506470Z",531,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg42.jpg",2.114,"54074","54074","2026-03-24T15:52:22.506485Z"
532,"1","2026-03-24T15:52:24.221565Z",532,"/data/local-files/?d=train/rawCropTrain/IMG_0779_jpeg_jpeg43.jpg",1.541,"54105","54105","2026-03-24T15:52:24.221579Z"
534,"1","2026-03-24T15:52:29.894074Z",534,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg.jpg",3.466,"53040","53040","2026-03-24T15:52:29.894088Z"
535,"1","2026-03-24T15:52:31.624264Z",535,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg2.jpg",1.557,"53025","53025","2026-03-24T15:52:31.624278Z"
536,"1","2026-03-24T15:52:32.680718Z",536,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg3.jpg",0.878,"53025","53025","2026-03-24T15:52:32.680731Z"
537,"1","2026-03-24T15:52:34.978848Z",537,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg4.jpg",2.124,"54017","54017","2026-03-24T15:52:34.978862Z"
538,"1","2026-03-24T15:52:36.400083Z",538,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg5.jpg",1.247,"53040","53040","2026-03-24T15:52:36.400096Z"
539,"1","2026-03-24T15:52:40.339519Z",539,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg6.jpg",3.734,"54063","54063","2026-03-24T15:52:40.339536Z"
540,"1","2026-03-24T15:52:43.084415Z",540,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg7.jpg",2.567,"53040","53040","2026-03-24T15:52:43.084428Z"
541,"1","2026-03-24T15:52:44.620942Z",541,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg8.jpg",1.366,"54058","54058","2026-03-24T15:52:44.620958Z"
542,"1","2026-03-24T15:52:46.018927Z",542,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg9.jpg",1.226,"54011","54011","2026-03-24T15:52:46.018942Z"
543,"1","2026-03-24T15:52:47.660067Z",543,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg10.jpg",1.457,"53040","53040","2026-03-24T15:52:47.660081Z"
544,"1","2026-03-24T15:52:49.278646Z",544,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg11.jpg",1.444,"54013","54013","2026-03-24T15:52:49.278659Z"
545,"1","2026-03-24T15:52:50.872980Z",545,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg12.jpg",1.418,"53041","53041","2026-03-24T15:52:50.872994Z"
546,"1","2026-03-24T15:52:52.317726Z",546,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg13.jpg",1.271,"53041","53041","2026-03-24T15:52:52.317740Z"
547,"1","2026-03-24T15:52:53.522328Z",547,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg14.jpg",1.027,"54011","54011","2026-03-24T15:52:53.522342Z"
548,"1","2026-03-24T15:52:55.392529Z",548,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg15.jpg",1.695,"54017","54017","2026-03-24T15:52:55.392542Z"
549,"1","2026-03-24T15:52:56.783150Z",549,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg16.jpg",1.208,"54013","54013","2026-03-24T15:52:56.783165Z"
551,"1","2026-03-24T15:53:15.319617Z",551,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg18.jpg",16.254,"5301","5301","2026-03-24T15:53:15.319631Z"
552,"1","2026-03-24T15:53:17.328347Z",552,"/data/local-files/?d=train/rawCropTrain/IMG_0780_jpeg_jpeg19.jpg",1.825,"5405","5405","2026-03-24T15:53:17.328365Z"
553,"1","2026-03-24T15:53:18.703361Z",553,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg.jpg",1.191,"53025","53025","2026-03-24T15:53:18.703379Z"
554,"1","2026-03-24T15:53:20.473041Z",554,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg2.jpg",1.595,"54011","54011","2026-03-24T15:53:20.473056Z"
555,"1","2026-03-24T15:53:22.632522Z",555,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg3.jpg",1.978,"53002","53002","2026-03-24T15:53:22.632537Z"
556,"1","2026-03-24T15:53:26.496518Z",556,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg4.jpg",3.682,"53006DL","53006DL","2026-03-24T15:53:26.496531Z"
557,"1","2026-03-24T15:53:28.149493Z",557,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg5.jpg",1.479,"53001","53001","2026-03-24T15:53:28.149506Z"
558,"1","2026-03-24T15:53:29.872473Z",558,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg6.jpg",1.541,"53002","53002","2026-03-24T15:53:29.872486Z"
559,"1","2026-03-24T15:53:34.830159Z",559,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg7.jpg",4.749,"53005DL","53005DL","2026-03-24T15:53:34.830174Z"
560,"1","2026-03-24T15:53:36.655076Z",560,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg8.jpg",1.637,"53005DL","53005DL","2026-03-24T15:53:36.655093Z"
561,"1","2026-03-24T15:53:38.196798Z",561,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg9.jpg",1.362,"54017","54017","2026-03-24T15:53:38.196810Z"
562,"1","2026-03-24T15:53:55.069222Z",562,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg10.jpg",16.694,"5413","45413","2026-03-24T15:53:55.069235Z"
563,"1","2026-03-24T15:53:56.798066Z",563,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg11.jpg",1.528,"53006DL","53006DL","2026-03-24T15:53:56.798081Z"
564,"1","2026-03-24T15:53:57.922804Z",564,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg12.jpg",0.931,"54017","54017","2026-03-24T15:53:57.922826Z"
565,"1","2026-03-24T15:53:59.504791Z",565,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg13.jpg",1.409,"44723","44723","2026-03-24T15:53:59.504806Z"
566,"1","2026-03-24T15:54:05.394312Z",566,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg14.jpg",5.709,"53000","53000","2026-03-24T15:54:05.394327Z"
567,"1","2026-03-24T15:54:06.914448Z",567,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg15.jpg",1.332,"53000","53000","2026-03-24T15:54:06.914467Z"
568,"1","2026-03-24T15:54:08.667156Z",568,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg16.jpg",1.569,"53001","53001","2026-03-24T15:54:08.667170Z"
569,"1","2026-03-24T15:54:09.924350Z",569,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg17.jpg",1.08,"53011","53011","2026-03-24T15:54:09.924363Z"
570,"1","2026-03-24T15:54:11.297909Z",570,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg18.jpg",1.194,"53010","53010","2026-03-24T15:54:11.297923Z"
571,"1","2026-03-24T15:54:15.041082Z",571,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg19.jpg",3.553,"45112","45112","2026-03-24T15:54:15.041097Z"
572,"1","2026-03-24T15:54:16.692941Z",572,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg20.jpg",1.47,"53012","53012","2026-03-24T15:54:16.692956Z"
573,"1","2026-03-24T15:54:19.259197Z",573,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg21.jpg",2.383,"53010","53010","2026-03-24T15:54:19.259211Z"
574,"1","2026-03-24T15:54:20.797682Z",574,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg22.jpg",1.354,"53011","53011","2026-03-24T15:54:20.797696Z"
576,"1","2026-03-24T15:54:25.495230Z",576,"/data/local-files/?d=train/rawCropTrain/IMG_0781_jpeg_jpeg24.jpg",2.751,"54011","54011","2026-03-24T15:54:25.495246Z"
578,"1","2026-03-24T15:54:33.621035Z",578,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg2.jpg",2.56,"5115","5115","2026-03-24T15:54:33.621050Z"
579,"1","2026-03-24T15:54:35.198149Z",579,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg3.jpg",1.253,"5396","5396","2026-03-24T15:54:35.198163Z"
580,"1","2026-03-24T15:54:36.749544Z",580,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg4.jpg",1.365,"5382","5382","2026-03-24T15:54:36.749561Z"
581,"1","2026-03-24T15:54:38.244047Z",581,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg5.jpg",1.318,"5547","5547","2026-03-24T15:54:38.244061Z"
583,"1","2026-03-24T15:54:42.002970Z",583,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg7.jpg",1.806,"5396","5396","2026-03-24T15:54:42.002987Z"
584,"1","2026-03-24T15:54:43.768442Z",584,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg8.jpg",1.591,"3295","3295","2026-03-24T15:54:43.768456Z"
585,"1","2026-03-24T15:54:44.861041Z",585,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg9.jpg",0.91,"5383","5383","2026-03-24T15:54:44.861054Z"
586,"1","2026-03-24T15:54:46.189124Z",586,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg10.jpg",1.147,"5382","5382","2026-03-24T15:54:46.189145Z"
587,"1","2026-03-24T15:54:48.004578Z",587,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg11.jpg",1.647,"31243","31243","2026-03-24T15:54:48.004595Z"
588,"1","2026-03-24T15:54:49.866563Z",588,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg12.jpg",1.669,"5395","5395","2026-03-24T15:54:49.866578Z"
589,"1","2026-03-24T15:54:51.490125Z",589,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg13.jpg",1.428,"5395","5395","2026-03-24T15:54:51.490138Z"
590,"1","2026-03-24T15:54:52.859607Z",590,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg14.jpg",1.194,"5115","5115","2026-03-24T15:54:52.859623Z"
591,"1","2026-03-24T15:54:56.857032Z",591,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg15.jpg",3.816,"31254DL","31254DL","2026-03-24T15:54:56.857047Z"
592,"1","2026-03-24T15:54:58.205538Z",592,"/data/local-files/?d=train/rawCropTrain/IMG_0782_jpeg_jpeg16.jpg",1.17,"3295","3295","2026-03-24T15:54:58.205552Z"
